,lon,lat,mcc,range,net,cell,averageSignal
88641,11.5495,48.191,262,1000,1,43881728,-75
88642,11.5477,48.1891,262,1000,1,47483394,-54
88643,11.5401,48.1864,262,1067,1,8295,-89
89237,11.5828,48.2282,262,9213,1,44577282,-80
89238,11.578,48.2278,262,9511,1,44567300,-94
89239,11.5712,48.2274,262,913,1,44567296,-81
89268,11.5739,48.138,262,1000,1,37971208,-66
89269,11.5771,48.1365,262,1000,1,37971206,-89
89426,11.5099,48.1435,262,1000,1,42854157,-83
89427,11.4647,48.2005,262,9461,1,46719744,-80
89428,11.4624,48.2055,262,1000,1,43827457,-108
89867,11.5762,48.1458,262,1136,1,39177986,-86
89868,11.5903,48.1428,262,1000,1,33975054,-107
89869,11.5947,48.1418,262,1000,1,33975052,-93
89870,11.6041,48.1397,262,1000,1,43938304,-85
89871,11.7113,48.1424,262,1014,1,45768962,-88
90099,11.5026,48.1443,262,1000,1,42854146,-85
90448,11.7098,48.0807,262,1653,1,44392962,-53
90798,11.6297,48.2189,262,1000,1,31101958,-85
90799,11.6255,48.2137,262,1000,1,31102222,-88
90801,11.6232,48.2092,262,1000,1,35075587,-105
90802,11.6203,48.2034,262,1000,1,41042438,-100
90803,11.6166,48.1958,262,1000,1,41042439,-51
90805,11.6135,48.1898,262,1000,1,43885832,-99
90806,11.6095,48.1862,262,1000,1,26522371,-90
90807,11.6034,48.1839,262,1000,1,26522372,-77
90808,11.5982,48.1813,262,1000,1,43863816,-52
90809,11.5959,48.1791,262,1000,1,44896008,-80
90810,11.5938,48.1767,262,1000,1,44896007,-81
90811,11.593,48.1751,262,1000,1,26510088,-74
90812,11.5969,48.165,262,1000,1,43870984,-102
90813,11.6163,48.1504,262,1000,1,41112084,-116
91048,11.6563,48.1779,262,1000,1,43988736,-80
91049,11.6449,48.1775,262,1000,1,43988738,-84
91050,11.6264,48.165,262,1000,1,43956482,-94
91784,11.6594,48.127,262,1000,1,43985156,-89
91825,11.7103,48.1163,262,1398,1,43376645,-105
91826,11.5691,48.1175,262,4477,1,43915521,-78
92045,11.5772,48.1364,262,1000,1,31088896,-95
92046,11.5846,48.1576,262,1000,1,43876097,-78
92110,11.5536,48.1811,262,1839,1,52685,-51
92428,11.5655,48.1763,262,1875,1,47138052,-86
92429,11.5363,48.1771,262,3713,1,37615368,-63
92430,11.5411,48.1739,262,932,1,37615366,-72
92431,11.5637,48.1212,262,4691,1,43867905,-105
92432,11.582,48.1335,262,1592,1,37669889,-62
92433,11.5813,48.1343,262,2293,1,30388483,-62
92434,11.5895,48.1398,262,1262,1,43561216,-60
92435,11.5808,48.1443,262,2492,1,28081153,-105
92436,11.5704,48.1513,262,1851,1,26526976,-89
92437,11.5712,48.1541,262,1000,1,26515200,-77
92438,11.5533,48.1577,262,1473,1,41911048,-78
92444,11.3631,48.1286,262,4400,1,43773697,-72
92470,11.5327,48.1874,262,517,1,8297,-53
92471,11.5006,48.1877,262,1299,1,20269,-89
92663,11.5281,48.2234,262,2230,1,8154,-89
92713,11.6011,48.1296,262,1000,1,43950081,-52
92714,11.5982,48.1341,262,1000,1,45195009,-84
92715,11.5963,48.1368,262,536,1,45195010,-89
92716,11.5762,48.1391,262,1000,1,30217991,-90
93046,11.4682,48.0864,262,1000,1,37529355,-105
93109,11.6969,48.1517,262,2344,1,44401152,-55
93112,11.6906,48.2402,262,1000,1,30224646,-89
93585,11.4504,48.2044,262,4572,1,43827458,-78
93587,11.551,48.2451,262,6165,1,44564993,-97
93688,11.7142,48.1527,262,1722,1,35104768,-56
93689,11.716,48.1714,262,1000,1,44393985,-104
93690,11.6349,48.2319,262,1123,1,30232583,-99
93691,11.6345,48.2316,262,1230,1,30232577,-85
93692,11.6425,48.2474,262,1312,1,30232576,-68
93698,11.6567,48.2199,262,5601,1,30228994,-86
95056,11.5951,48.1639,262,1008,1,43876352,-68
95057,11.5816,48.1508,262,1000,1,45242114,-78
95412,11.4724,48.179,262,1416,1,45917185,-79
95907,11.5968,48.1221,262,2447,1,43983876,-84
95908,11.5896,48.1217,262,3753,1,43961856,-83
95909,11.4849,48.1449,262,22332,1,27159046,-88
95910,11.4508,48.1457,262,19805,1,45358599,-113
96552,11.7086,48.1462,262,1000,1,38619394,-110
96553,11.5941,48.1288,262,3049,1,34243840,-88
96554,11.6082,48.1893,262,1000,1,45598976,-77
96555,11.6039,48.1891,262,1000,1,45598977,-95
96557,11.6711,48.1357,262,1000,1,43959809,-86
96558,11.6573,48.1241,262,1000,1,43985157,-100
96559,11.6491,48.1256,262,1000,1,43918592,-77
96560,11.6367,48.116,262,1000,1,47441666,-62
96561,11.6445,48.1118,262,1000,1,44795906,-84
96562,11.5252,48.1643,262,1000,1,43830529,-100
97439,11.5357,48.2245,262,3768,1,8151,-99
97930,11.6487,48.1517,262,1000,1,43948034,-98
97931,11.6494,48.145,262,1000,1,43948033,-61
97940,11.3767,48.2415,262,3086,1,26285568,-95
97941,11.4017,48.2355,262,2042,1,37112837,-100
97942,11.4345,48.2327,262,1212,1,37112832,-80
97948,11.5551,48.2415,262,2458,1,44576768,-120
97997,11.6625,48.0777,262,703,1,44399362,-85
98186,11.4895,48.1702,262,5896,1,43896832,-78
98187,11.5646,48.1451,262,1000,1,26469890,-86
98188,11.5543,48.1547,262,1000,1,41911047,-94
98189,11.5886,48.1477,262,1000,1,25988096,-87
98190,11.5797,48.1516,262,1000,1,26511617,-77
98191,11.4958,48.1711,262,1000,1,43821067,-110
98192,11.5,48.1745,262,1000,1,43878663,-51
98193,11.5033,48.1775,262,1000,1,43878664,-83
98194,11.5471,48.2365,262,1000,1,44576769,-63
99068,11.6255,48.1383,262,1000,1,43958786,-52
99075,11.4899,48.0858,262,589,1,43935232,-87
99076,11.4984,48.0958,262,1000,1,45565186,-87
99743,11.6448,48.2117,262,2523,1,8241,-116
100695,11.475,48.245,262,1438,1,28961,-82
101394,11.6692,48.0954,262,3146,1,43919360,-88
101836,11.6429,48.0838,262,2644,1,43962625,-78
101837,11.6394,48.0782,262,2236,1,43959297,-77
101937,11.4801,48.1627,262,1000,1,45917440,-84
101938,11.5091,48.144,262,4944,1,42854152,-83
101939,11.5075,48.1439,262,1000,1,43844354,-99
101940,11.5152,48.1435,262,24580,1,46620928,-83
102037,11.6902,48.0729,262,1867,1,44454400,-88
102038,11.6827,48.0768,262,2308,1,44399360,-56
102050,11.3698,48.2195,262,2872,1,45185801,-77
102051,11.3633,48.2247,262,1411,1,26285575,-67
103061,11.5473,48.1683,262,738,1,27273473,-72
104666,11.509,48.0977,262,1000,1,27175431,-115
105647,11.6426,48.2472,262,1000,1,30232582,-81
105724,11.4742,48.2097,262,1000,1,26508552,-102
106203,11.5883,48.0949,262,2615,1,7399,-104
106684,11.7016,48.0788,262,2270,1,29576202,-120
106905,11.5865,48.1025,262,2152,1,7400,-87
107505,11.4686,48.0907,262,500,1,43781377,-81
107532,11.6493,48.1312,262,1000,1,46804480,-52
107539,11.506,48.1439,262,1000,1,34362630,-88
107604,11.4671,48.0927,262,1000,1,43781376,-79
107605,11.5452,48.1011,262,561,1,46883072,-59
107606,11.5472,48.1016,262,1000,1,46598656,-84
107769,11.5243,48.0996,262,1000,1,43949569,-114
107770,11.5242,48.1016,262,1000,1,43949570,-51
107771,11.5286,48.1025,262,500,1,41026821,-79
107772,11.5277,48.1012,262,1000,1,43949568,-69
107773,11.3698,48.2392,262,2174,1,26285574,-108
107775,11.5066,48.1946,262,1000,1,44446208,-79
107776,11.5278,48.1728,262,1000,1,37615367,-81
107777,11.5482,48.1056,262,500,1,43894786,-100
107778,11.5512,48.1055,262,1000,1,43894784,-74
107779,11.5482,48.1024,262,1000,1,43894785,-79
107804,11.5462,48.1045,262,500,1,43821824,-81
107807,11.5321,48.1352,262,1000,1,30209804,-93
107809,11.487,48.1465,262,1000,1,27159047,-84
107820,11.4751,48.247,262,1002,1,37390337,-87
107821,11.4734,48.2458,262,1659,1,37390599,-96
107845,11.4946,48.1982,262,1001,1,44446210,-63
107922,11.5456,48.1084,262,1000,1,42163713,-52
107972,11.5441,48.0948,262,652,1,43933696,-65
107973,11.5378,48.0857,262,872,1,43933697,-63
107974,11.538,48.084,262,1000,1,45182466,-90
107975,11.5202,48.0884,262,1000,1,43954176,-97
107976,11.5224,48.0913,262,1000,1,41096202,-90
107977,11.5236,48.096,262,1000,1,41096203,-104
107979,11.5287,48.1004,262,1000,1,41026820,-118
107980,11.529,48.0998,262,1000,1,43947521,-69
107981,11.5351,48.1001,262,1000,1,43947520,-110
107982,11.5396,48.0993,262,1000,1,46883073,-51
107983,11.542,48.1035,262,1000,1,43821825,-90
107984,11.5436,48.105,262,1000,1,43821826,-51
108008,11.525,48.1006,262,500,1,43914752,-77
108009,11.5288,48.0998,262,1000,1,43947522,-101
108067,11.6072,48.1542,262,1767,1,25985636,-83
108068,11.6082,48.1741,262,778,1,28072960,-84
108153,11.5285,48.0985,262,1000,1,41096201,-89
108327,11.6461,48.0626,262,1861,1,44454913,-103
108383,11.585,48.1003,262,1000,1,40019970,-85
108384,11.5771,48.0963,262,1000,1,45921024,-111
108385,11.5727,48.0944,262,1000,1,45921025,-89
108386,11.5694,48.094,262,1000,1,43954944,-83
108387,11.5627,48.0968,262,1000,1,43933441,-119
108388,11.5585,48.0976,262,1000,1,43948800,-86
108389,11.5567,48.1,262,1000,1,43948801,-77
108400,11.5333,48.103,262,1000,1,41026819,-111
108401,11.5164,48.0985,262,1000,1,43914753,-79
108402,11.5132,48.0978,262,1000,1,43948546,-64
109053,11.536,48.0844,262,3076,1,16135,-90
110691,11.6917,48.0731,262,1181,1,44480512,-87
110692,11.6837,48.0707,262,1000,1,44480514,-88
110693,11.6744,48.068,262,847,1,44454401,-88
110694,11.657,48.0637,262,2669,1,30205185,-78
110695,11.6731,48.0706,262,1000,1,44454402,-86
110735,11.6364,48.0614,262,1161,1,43739657,-88
110736,11.6301,48.0623,262,3522,1,43724032,-111
110751,11.6583,48.1014,262,1000,1,43917058,-79
110752,11.6542,48.1034,262,1000,1,46790400,-84
112120,11.5593,48.1401,262,1000,1,48076288,-78
112499,11.6833,48.0758,262,1000,1,32688139,-80
112500,11.6965,48.0756,262,1000,1,30212360,-82
113689,11.6163,48.0835,262,1000,1,44802306,-72
113690,11.6568,48.0779,262,1000,1,44395776,-88
113691,11.652,48.0791,262,1000,1,44395778,-60
114484,11.5023,48.1436,262,23626,1,46620930,-80
114579,11.6398,48.0859,262,1000,1,43959300,-85
115729,11.4676,48.1849,262,1075,1,21794,-80
115832,11.6966,48.0673,262,1205,1,44454403,-82
117956,11.6361,48.2416,262,1040,1,34788612,-58
118390,11.6452,48.114,262,1000,1,43919368,-117
118391,11.6424,48.1213,262,1312,1,43624195,-63
118392,11.6228,48.115,262,1437,1,43923968,-67
118393,11.6181,48.1238,262,2230,1,47176704,-78
118394,11.6445,48.1013,262,1371,1,43962626,-83
118395,11.6466,48.1029,262,1000,1,46790402,-72
118396,11.6454,48.1042,262,1000,1,44795905,-86
118397,11.6458,48.1014,262,1000,1,43923712,-69
118398,11.6426,48.0988,262,1000,1,43923713,-77
118399,11.6875,48.0713,262,1000,1,44480513,-112
118416,11.5589,48.1376,262,6658,1,34243072,-102
119112,11.5934,48.1781,262,1000,1,26510094,-89
119113,11.5693,48.1767,262,1279,1,47138051,-82
119114,11.5584,48.1759,262,1529,1,47138053,-97
119120,11.4845,48.0739,262,1000,1,30229250,-75
119121,11.4767,48.0651,262,1000,1,30229249,-80
119133,11.6335,48.2336,262,7366,1,34788609,-104
120177,11.5996,48.1407,262,1908,1,43938306,-83
120180,11.5861,48.1378,262,1844,1,37669890,-97
120181,11.5849,48.1437,262,2198,1,47384578,-85
120441,11.6794,48.1995,262,4013,1,44637959,-112
120975,11.3992,48.1206,262,1356,1,40371969,-52
120976,11.4291,48.1056,262,1686,1,44794880,-82
120977,11.4311,48.103,262,579,1,43709697,-83
120978,11.4494,48.0987,262,1000,1,43709705,-68
120979,11.5852,48.0988,262,1000,1,40019969,-77
121492,11.4505,48.1523,262,19803,1,30034182,-99
121493,11.4453,48.1511,262,19413,1,30034183,-88
121494,11.4385,48.1439,262,1000,1,43893505,-87
121495,11.4246,48.142,262,559,1,43847681,-86
121496,11.4162,48.1409,262,1000,1,43574785,-100
121497,11.3837,48.1325,262,1000,1,43018752,-78
121498,11.3657,48.129,262,1000,1,43018756,-60
121499,11.372,48.1305,262,823,1,44993026,-87
121500,11.3678,48.1295,262,1000,1,43773699,-94
121501,11.3628,48.1287,262,541,1,43773700,-90
121502,11.3602,48.1283,262,1000,1,37277185,-78
122082,11.5979,48.1239,262,1000,1,43983877,-86
122736,11.6299,48.0769,262,1000,1,36093,-116
124178,11.6204,48.0725,262,1000,1,44802305,-71
124411,11.4355,48.1438,262,1000,1,47498498,-59
124479,11.6148,48.1074,262,1000,1,18468,-104
124540,11.6186,48.1181,262,1000,1,18469,-94
124602,11.5574,48.1551,262,1000,1,41911046,-111
124603,11.5603,48.1577,262,1000,1,48600833,-87
124627,11.5673,48.1766,262,1130,1,7174,-80
124649,11.6669,48.2403,262,1440,1,44401411,-86
124650,11.6168,48.1975,262,1000,1,47392256,-83
124651,11.5671,48.1325,262,1000,1,39950082,-101
125152,11.5678,48.1904,262,1000,1,45599234,-88
125153,11.5401,48.1869,262,500,1,44118016,-115
125154,11.6272,48.2013,262,1514,1,33603328,-86
125155,11.6228,48.208,262,2063,1,45565953,-110
125156,11.6246,48.2116,262,2485,1,45565952,-104
125157,11.6826,48.2358,262,7105,1,44398337,-62
125177,11.5419,48.0749,262,1000,1,30044934,-116
125178,11.5421,48.0774,262,1137,1,45182465,-78
126827,11.4239,48.1419,262,1000,1,28071940,-82
126828,11.44,48.1561,262,1576,1,30034184,-85
126830,11.3647,48.1981,262,8786,1,45185793,-79
127093,11.645,48.1714,262,1000,1,46620162,-88
127094,11.6452,48.1702,262,1000,1,46620161,-77
127095,11.6448,48.174,262,1000,1,43988737,-100
127096,11.5955,48.124,262,1000,1,43983875,-84
128280,11.5289,48.1429,262,4418,1,26509570,-81
128281,11.5344,48.1403,262,796,1,30347009,-86
128282,11.536,48.1427,262,26123,1,30347008,-80
128283,11.5411,48.1426,262,1000,1,30350593,-78
128284,11.5609,48.1407,262,1000,1,34242565,-102
128285,11.5596,48.1409,262,1055,1,34242560,-105
128286,11.5403,48.1409,262,26451,1,43552513,-65
128287,11.5208,48.1432,262,24999,1,26504705,-112
128288,11.4054,48.1538,262,16473,1,41811974,-92
128289,11.3889,48.1558,262,15262,1,45921282,-107
128328,11.6965,48.1194,262,1217,1,27117320,-107
129557,11.7172,48.1855,262,1071,1,48319232,-112
129558,11.7059,48.1897,262,1086,1,48319233,-84
130654,11.4819,48.2094,262,1000,1,26508548,-81
130655,11.4927,48.2102,262,1000,1,26508547,-55
130656,11.5031,48.2149,262,1000,1,43847944,-86
130657,11.5155,48.2206,262,1000,1,43847942,-97
130658,11.5304,48.2244,262,1000,1,43885319,-68
130659,11.5937,48.2287,262,1000,1,44568583,-92
130660,11.6077,48.2276,262,1000,1,44568582,-84
130661,11.6202,48.2246,262,1000,1,31101959,-86
131072,11.5211,48.1434,262,3906,1,26508800,-85
131073,11.5341,48.1438,262,4702,1,30347010,-109
131074,11.5793,48.1333,262,1000,1,30388494,-71
131075,11.573,48.1363,262,2356,1,34243584,-81
131175,11.651,48.2388,262,1326,1,44401412,-63
131176,11.6879,48.2367,262,1000,1,44891650,-85
131579,11.3991,48.202,262,2551,1,42022658,-77
132618,11.4699,48.1949,262,8755,1,41603330,-78
132619,11.4665,48.1947,262,1000,1,41603328,-96
132620,11.4684,48.1898,262,1000,1,41603329,-78
132621,11.4999,48.1668,262,5045,1,48656385,-51
133010,11.6704,48.118,262,1000,1,36107010,-96
133011,11.6713,48.1196,262,1000,1,43948290,-108
133012,11.686,48.139,262,1000,1,41476865,-79
133013,11.6939,48.1414,262,1000,1,41476864,-89
133132,11.4057,48.1988,262,2328,1,48089346,-85
133134,11.4878,48.2407,262,1251,1,29912582,-81
133136,11.5367,48.2376,262,2012,1,44573697,-57
133366,11.6939,48.2121,262,1000,1,46867457,-81
133367,11.6912,48.2179,262,1067,1,44891649,-86
133368,11.6902,48.2196,262,1000,1,44400384,-75
133369,11.689,48.2303,262,1000,1,44891648,-67
133400,11.4257,48.187,262,1030,1,42022657,-70
134844,11.4496,48.0989,262,1000,1,43979776,-110
134845,11.4582,48.0962,262,1000,1,43781378,-77
135262,11.5344,48.1393,262,1000,1,26509568,-100
135263,11.5355,48.1457,262,1000,1,36310528,-61
135264,11.5365,48.1481,262,500,1,43870209,-83
135265,11.5369,48.1507,262,500,1,43870208,-77
135266,11.5371,48.1531,262,1000,1,32813064,-109
135267,11.5372,48.1548,262,1000,1,48703233,-88
135268,11.5373,48.1566,262,500,1,43840002,-79
135269,11.5375,48.1597,262,1000,1,43870465,-62
135270,11.5361,48.1593,262,1000,1,46541825,-78
135271,11.5385,48.1628,262,1000,1,46541824,-75
135272,11.5369,48.168,262,983,1,43870466,-83
135273,11.5324,48.1879,262,500,1,44118018,-77
135274,11.5149,48.1915,262,500,1,44444674,-85
135275,11.4916,48.1976,262,1548,1,38425601,-85
135366,11.4968,48.1717,262,1000,1,45711376,-57
135733,11.6215,48.1556,262,1358,1,41111817,-112
135734,11.4843,48.2294,262,1000,1,44395008,-85
135967,11.4099,48.2323,262,1000,1,37112834,-57
135968,11.3953,48.2366,262,1000,1,37112845,-80
135971,11.6245,48.1622,262,1000,1,27147784,-82
136110,11.6946,48.1258,262,5613,1,9659,-55
136386,11.6419,48.186,262,1665,1,34053381,-77
136387,11.6202,48.154,262,1000,1,41111808,-96
136447,11.5685,48.1323,262,1000,1,39950080,-80
136448,11.5992,48.1193,262,1000,1,26513418,-110
136449,11.6029,48.1227,262,1000,1,30349575,-82
136450,11.6579,48.11,262,1000,1,30225926,-111
136451,11.6662,48.1203,262,1000,1,43930369,-104
137141,11.5193,48.0865,262,1000,1,43954177,-78
137142,11.5194,48.0834,262,1000,1,45768448,-87
138379,11.5443,48.1007,262,1000,1,46598657,-59
141951,11.4789,48.0878,262,1000,1,26101823,-52
141952,11.4777,48.0886,262,1000,1,43935246,-85
142040,11.6548,48.206,262,2491,1,32646405,-80
142041,11.3838,48.2126,262,1000,1,42022664,-60
142240,11.531,48.131,262,1000,1,43855371,-52
142241,11.5236,48.1364,262,1000,1,26509581,-73
142242,11.5188,48.1401,262,1000,1,45989632,-79
142243,11.5236,48.143,262,1000,1,26509582,-85
142297,11.3973,48.2054,262,2540,1,9650,-84
142298,11.426,48.1968,262,2661,1,9648,-98
142308,11.6853,48.195,262,3229,1,17177,-82
142866,11.5363,48.1518,262,1000,1,43870210,-83
142867,11.5376,48.1605,262,1000,1,48703232,-79
142868,11.5494,48.1763,262,1000,1,34198277,-80
142869,11.5523,48.1752,262,1000,1,34198275,-86
142870,11.5988,48.1727,262,1000,1,41757440,-83
142871,11.5996,48.1714,262,1000,1,44992768,-71
142872,11.5985,48.1687,262,1000,1,41757441,-64
142873,11.6045,48.1567,262,600,1,25985636,-92
142874,11.6081,48.1557,262,1000,1,43963240,-102
142875,11.6918,48.1379,262,1000,1,46889472,-84
142876,11.6928,48.1388,262,1000,1,46889728,-102
142877,11.6926,48.137,262,1000,1,44905729,-94
142878,11.6927,48.1357,262,1000,1,32404742,-95
142879,11.695,48.136,262,1000,1,32407301,-53
142880,11.6954,48.1366,262,1000,1,32407300,-71
142881,11.6953,48.1356,262,1000,1,32404743,-74
142882,11.6957,48.1356,262,1000,1,32405252,-78
142883,11.6925,48.136,262,1000,1,32404744,-104
142884,11.5447,48.1424,262,1000,1,43608576,-83
143047,11.7141,48.1109,262,1000,1,44895488,-85
143048,11.7079,48.1118,262,1000,1,44895490,-87
143049,11.7043,48.1125,262,1000,1,43919104,-116
143050,11.7029,48.1128,262,1000,1,43919105,-85
143051,11.6995,48.1139,262,1000,1,43919106,-105
143052,11.6958,48.1153,262,1000,1,43919115,-81
143053,11.6921,48.117,262,1000,1,38619393,-58
143054,11.6867,48.1182,262,1000,1,47168513,-83
143055,11.6801,48.119,262,1000,1,36107008,-88
143132,11.3899,48.2379,262,1002,1,43600896,-70
143133,11.409,48.2322,262,1000,1,44500999,-69
143134,11.4393,48.239,262,1000,1,37112841,-118
143135,11.4348,48.244,262,1000,1,30237190,-80
143136,11.4353,48.2453,262,1000,1,44322561,-103
143137,11.4367,48.2466,262,1000,1,44322567,-71
143139,11.5373,48.1545,262,1000,1,43869195,-96
143140,11.5374,48.1579,262,1000,1,32089865,-119
143141,11.5406,48.1643,262,500,1,44444162,-89
143438,11.6184,48.1022,262,1000,1,43962629,-84
143510,11.4679,48.1473,262,1000,1,1137,-78
143776,11.6308,48.221,262,1489,1,39897601,-71
143777,11.6423,48.2135,262,1226,1,39897600,-83
144297,11.5098,48.0782,262,1000,1,46882306,-79
144298,11.5583,48.1299,262,1000,1,41401090,-62
145032,11.5585,48.1295,262,1000,1,41401089,-98
145033,11.5585,48.1293,262,1000,1,41401088,-71
145594,11.497,48.1939,262,1000,1,38425600,-88
145595,11.5372,48.1551,262,500,1,43869186,-115
145596,11.5355,48.1456,262,1000,1,36310529,-60
145941,11.4257,48.1666,262,1000,1,32997123,-83
145942,11.4372,48.154,262,18828,1,28083214,-97
145943,11.4565,48.1514,262,1000,1,28083219,-77
145944,11.4639,48.1496,262,1000,1,28083212,-68
145945,11.5289,48.1426,262,1000,1,45299458,-62
145946,11.5422,48.1423,262,1013,1,43608577,-89
146178,11.5774,48.1364,262,1000,1,37971200,-79
146179,11.5771,48.135,262,1000,1,37971207,-82
147372,11.492,48.2058,262,1362,1,43847956,-98
147509,11.4311,48.1859,262,1568,1,9649,-87
148507,11.5995,48.1705,262,1000,1,6732,-82
148508,11.5962,48.1731,262,1000,1,6792,-110
148509,11.5954,48.1742,262,1000,1,6733,-101
148510,11.5977,48.1733,262,1000,1,6731,-78
148511,11.5506,48.1763,262,1222,1,36533,-67
148512,11.5422,48.1798,262,5166,1,36535,-64
148513,11.5459,48.1867,262,1000,1,19834,-86
148514,11.5459,48.1868,262,1000,1,44906496,-89
148515,11.5769,48.1382,262,1000,1,41008128,-83
148516,11.5763,48.132,262,1000,1,43618305,-89
148517,11.5768,48.1323,262,1000,1,40502528,-88
148518,11.5811,48.1295,262,1000,1,25989131,-113
148525,11.5457,48.1866,262,1000,1,41572098,-85
149079,11.654,48.0655,262,1000,1,44454912,-68
149080,11.6664,48.0697,262,1000,1,44399361,-56
149738,11.545,48.1419,262,1000,1,30347014,-120
149739,11.5484,48.142,262,1000,1,40241674,-118
149740,11.5536,48.1418,262,1000,1,34242564,-86
149741,11.5597,48.1416,262,1000,1,25988868,-103
149742,11.5477,48.142,262,1000,1,26523905,-104
149743,11.5557,48.1408,262,1000,1,44500993,-119
149744,11.5557,48.1408,262,1000,1,45106433,-72
149745,11.5557,48.1408,262,1000,1,43369993,-92
149746,11.5557,48.1408,262,1000,1,34859270,-67
149747,11.5557,48.1408,262,1000,1,27948036,-70
149748,11.5557,48.1408,262,1000,1,48090112,-108
149749,11.5557,48.1408,262,1000,1,31183108,-111
149750,11.5557,48.1408,262,1000,1,40173568,-84
149751,11.5557,48.1408,262,1000,1,44301832,-61
149752,11.5557,48.1408,262,1000,1,30853127,-118
149753,11.5557,48.1408,262,1000,1,43013633,-116
149754,11.5557,48.1408,262,1000,1,45166850,-90
149755,11.5557,48.1408,262,1000,1,47784964,-74
149756,11.5557,48.1408,262,1000,1,46484483,-87
149757,11.5557,48.1408,262,1000,1,44739599,-78
149758,11.5557,48.1408,262,1000,1,42655237,-105
149759,11.5557,48.1408,262,1000,1,44739600,-77
149760,11.5557,48.1408,262,1000,1,44739591,-119
149761,11.5557,48.1408,262,1000,1,44739592,-90
149762,11.5557,48.1408,262,1000,1,44739601,-77
149763,11.5557,48.1408,262,1000,1,25959427,-99
149764,11.5557,48.1408,262,1000,1,25959429,-77
149765,11.5557,48.1408,262,1000,1,36757507,-90
149766,11.5557,48.1408,262,1000,1,28970242,-108
149767,11.5557,48.1408,262,1000,1,33155590,-70
149768,11.5557,48.1408,262,1000,1,28970243,-120
149769,11.5557,48.1408,262,1000,1,44926977,-90
149770,11.5557,48.1408,262,1000,1,40745994,-52
149771,11.5557,48.1408,262,1000,1,44926978,-84
149772,11.5557,48.1408,262,1000,1,44926976,-87
149773,11.5557,48.1408,262,1000,1,43613953,-118
149774,11.5557,48.1408,262,1000,1,43613952,-88
149775,11.5557,48.1408,262,1000,1,41246980,-85
149776,11.5557,48.1408,262,1000,1,41246979,-78
149777,11.5557,48.1408,262,1000,1,48175877,-79
149778,11.5557,48.1408,262,1000,1,44760330,-110
149779,11.5557,48.1408,262,1000,1,44760326,-78
149780,11.5557,48.1408,262,1000,1,44980225,-51
149781,11.5557,48.1408,262,1000,1,44980224,-62
149782,11.5557,48.1408,262,1000,1,48772869,-87
149783,11.5557,48.1408,262,1000,1,40758535,-51
149784,11.5557,48.1408,262,1000,1,40758534,-78
149785,11.5557,48.1408,262,1000,1,44596993,-102
149786,11.5557,48.1408,262,1000,1,44592659,-74
149787,11.5557,48.1408,262,1000,1,44592655,-78
149788,11.5557,48.1408,262,1000,1,29303041,-81
149789,11.5557,48.1408,262,1000,1,44591370,-103
149790,11.5557,48.1408,262,1000,1,31685383,-112
149791,11.5557,48.1408,262,1000,1,44591371,-99
149792,11.5557,48.1408,262,1000,1,31687173,-78
149793,11.5557,48.1408,262,1000,1,40790786,-85
149794,11.5557,48.1408,262,1000,1,28046851,-51
149795,11.5557,48.1408,262,1000,1,43778561,-98
149796,11.5557,48.1408,262,1000,1,43776258,-69
149797,11.5557,48.1408,262,1000,1,26916868,-89
149798,11.5557,48.1408,262,1000,1,26916869,-58
149799,11.5557,48.1408,262,1000,1,43773961,-85
149800,11.5557,48.1408,262,1000,1,43775240,-78
149801,11.5557,48.1408,262,1000,1,43773969,-102
149802,11.5557,48.1408,262,1000,1,30267910,-98
149803,11.5557,48.1408,262,1000,1,43773968,-65
149804,11.5557,48.1408,262,1000,1,47118080,-78
149805,11.5557,48.1408,262,1000,1,47118082,-86
149806,11.5557,48.1408,262,1000,1,43489281,-66
149807,11.5557,48.1408,262,1000,1,27172615,-80
149808,11.5557,48.1408,262,1000,1,27180299,-102
149809,11.5557,48.1408,262,1000,1,43492354,-56
149810,11.5557,48.1408,262,1000,1,47545858,-93
149811,11.5557,48.1408,262,1000,1,27229192,-84
149812,11.5557,48.1408,262,1000,1,43518210,-85
149813,11.5557,48.1408,262,1000,1,43497216,-83
149814,11.5557,48.1408,262,1000,1,48163075,-86
149815,11.5557,48.1408,262,1000,1,43494403,-118
149816,11.5557,48.1408,262,1000,1,46080000,-109
149817,11.5557,48.1408,262,1000,1,43515393,-116
149818,11.5557,48.1408,262,1000,1,30521091,-86
149819,11.5557,48.1408,262,1000,1,27078408,-98
149820,11.5557,48.1408,262,1000,1,27078406,-90
149821,11.5557,48.1408,262,1000,1,48646148,-113
149822,11.5557,48.1408,262,1000,1,44416256,-112
149823,11.5557,48.1408,262,1000,1,44412417,-59
149824,11.5557,48.1408,262,1000,1,27148299,-94
149825,11.5557,48.1408,262,1000,1,43531016,-82
149826,11.5557,48.1408,262,1000,1,43531011,-102
149827,11.5557,48.1408,262,1000,1,28049935,-81
149828,11.5557,48.1408,262,1000,1,40096261,-61
149829,11.5557,48.1408,262,1000,1,44419841,-82
149830,11.5557,48.1408,262,1000,1,27219470,-81
149831,11.5557,48.1408,262,1000,1,27219469,-85
149832,11.5557,48.1408,262,1000,1,41108740,-75
149833,11.5557,48.1408,262,1000,1,37049348,-89
149834,11.5557,48.1408,262,1000,1,45488903,-83
149835,11.5557,48.1408,262,1000,1,35878923,-94
